Cell_Type,Cell_Type_Full,Cell_Type_Alternate,Marker,Alternate_Name,Source,Species,Tissue_Type,Details,Notes
Monocytes_CD14,CD14_Monocytes,NA,S100A9,NA,Ira_Fleming,Human,Skin,NA,NA
Monocytes_CD14,CD14_Monocytes,NA,VCAN,NA,Azimuth,Human,NA,CL_0002057,Human PBMCs reference
Monocytes_CD16,CD16_Monocytes,NA,AIF1,NA,Azimuth,Human,NA,CL_0002396,Human PBMCs reference
Monocytes_CD16,CD16_Monocytes,NA,CD68,NA,Ira_Fleming,Human,Skin,NA,NA
Monocytes_CD16,CD16_Monocytes,NA,CDKN1C,NA,Azimuth,Human,NA,CL_0002396,Human PBMCs reference
Monocytes_CD16,CD16_Monocytes,NA,COTL1,NA,Azimuth,Human,NA,CL_0002396,Human PBMCs reference
Monocytes_CD16,CD16_Monocytes,NA,FCER1G,NA,Azimuth,Human,NA,CL_0002396,Human PBMCs reference
Monocytes_CD16,CD16_Monocytes,NA,FCGR3A,CD16,Azimuth,Human,NA,CL_0002396,Human PBMCs reference
Monocytes_CD16,CD16_Monocytes,NA,FCGR3A,CD16,Ira_Fleming,Human,Skin,NA,NA
Monocytes_CD16,CD16_Monocytes,NA,HES4,NA,Azimuth,Human,NA,CL_0002396,Human PBMCs reference
Monocytes_CD16,CD16_Monocytes,NA,IER5,NA,Azimuth,Human,NA,CL_0002396,Human PBMCs reference
Monocytes_CD16,CD16_Monocytes,NA,IFITM3,NA,Azimuth,Human,NA,CL_0002396,Human PBMCs reference
Monocytes_CD16,CD16_Monocytes,NA,LST1,NA,Azimuth,Human,NA,CL_0002396,Human PBMCs reference
Monocytes_CD16,CD16_Monocytes,NA,LYZ,NA,Ira_Fleming,Human,Skin,NA,NA
Monocytes_CD16,CD16_Monocytes,NA,MS4A7,NA,Azimuth,Human,NA,CL_0002396,Human PBMCs reference
Monocytes_CD16,CD16_Monocytes,NA,MS4A7,NA,Ira_Fleming,Human,Skin,NA,NA
Monocytes_CD16,CD16_Monocytes,NA,NAP1L1,NA,Azimuth,Human,NA,CL_0002396,Human PBMCs reference
Monocytes_CD16,CD16_Monocytes,NA,PTPRC,NA,Azimuth,Human,NA,CL_0002396,Human PBMCs reference
Monocytes_CD16,CD16_Monocytes,NA,RHOC,NA,Azimuth,Human,NA,CL_0002396,Human PBMCs reference
Monocytes_CD16,CD16_Monocytes,NA,S100A9,NA,Ira_Fleming,Human,Skin,NA,NA
Monocytes_CD16,CD16_Monocytes,NA,TCF7L2,NA,Azimuth,Human,NA,CL_0002396,Human PBMCs reference
Monocytes_CD16,CD16_Monocytes,NA,YBX1,NA,Azimuth,Human,NA,CL_0002396,Human PBMCs reference
Monocytes_Macrophages,Monocytes_or_Macrophages,NA,C1QC,NA,CellTypist,Human,"Bone marrow, Liver, Oesophagus",CL:0000113,mononuclear phagocytes including monocytes and macrophages that are involved in the regulation of innate and adaptive immunity
Monocytes_Macrophages,Monocytes_or_Macrophages,NA,CD14,NA,HUSCH,Human,Blood,husch.comp-genomics.org/#/info_tissue/Blood,NA
Monocytes_Macrophages,Monocytes_or_Macrophages,NA,CD14,NA,HUSCH,Human,Skin,husch.comp-genomics.org/#/info_tissue/Skin,NA
Monocytes_Macrophages,Monocytes_or_Macrophages,NA,CD68,NA,HUSCH,Human,Blood,husch.comp-genomics.org/#/info_tissue/Blood,NA
Monocytes_Macrophages,Monocytes_or_Macrophages,NA,CD68,NA,HUSCH,Human,Skin,husch.comp-genomics.org/#/info_tissue/Skin,NA
Monocytes_Macrophages,Monocytes_or_Macrophages,NA,CSF1R,NA,HUSCH,Human,Blood,husch.comp-genomics.org/#/info_tissue/Blood,NA
Monocytes_Macrophages,Monocytes_or_Macrophages,NA,CSF1R,NA,HUSCH,Human,Skin,husch.comp-genomics.org/#/info_tissue/Skin,NA
Monocytes_Macrophages,Monocytes_or_Macrophages,NA,CST3,NA,HUSCH,Human,Blood,husch.comp-genomics.org/#/info_tissue/Blood,NA
Monocytes_Macrophages,Monocytes_or_Macrophages,NA,CST3,NA,HUSCH,Human,Skin,husch.comp-genomics.org/#/info_tissue/Skin,NA
Monocytes_Macrophages,Monocytes_or_Macrophages,NA,FABP4,NA,HUSCH,Human,Blood,husch.comp-genomics.org/#/info_tissue/Blood,NA
Monocytes_Macrophages,Monocytes_or_Macrophages,NA,FABP4,NA,HUSCH,Human,Skin,husch.comp-genomics.org/#/info_tissue/Skin,NA
Monocytes_Macrophages,Monocytes_or_Macrophages,NA,HMOX1,NA,CellTypist,Human,"Bone marrow, Liver, Oesophagus",CL:0000113,mononuclear phagocytes including monocytes and macrophages that are involved in the regulation of innate and adaptive immunity
Monocytes_Macrophages,Monocytes_or_Macrophages,NA,MMP9,NA,HUSCH,Human,Blood,husch.comp-genomics.org/#/info_tissue/Blood,NA
Monocytes_Macrophages,Monocytes_or_Macrophages,NA,MMP9,NA,HUSCH,Human,Skin,husch.comp-genomics.org/#/info_tissue/Skin,NA
Monocytes_Macrophages,Monocytes_or_Macrophages,NA,TYROBP,NA,CellTypist,Human,"Bone marrow, Liver, Oesophagus",CL:0000113,mononuclear phagocytes including monocytes and macrophages that are involved in the regulation of innate and adaptive immunity
Monocytes_Non_Classical,Non_Classical_Monocytes,Non-Classical_Monocytes,C1QA,NA,CellTypist,Human,"Blood, Bone marrow, Decidua, Intestine, Kidney, Liver, Lung, Omentum, Skeletal muscle, Spleen, Thymus, Upper airway",CL:0000875,CD16+ myeloid mononuclear recirculating leukocytes that are capable of differentiating into macrophages and myeloid lineage dendritic cells
Monocytes_Non_Classical,Non_Classical_Monocytes,Non-Classical_Monocytes,CX3CR1,NA,CellTypist,Human,"Blood, Bone marrow, Decidua, Intestine, Kidney, Liver, Lung, Omentum, Skeletal muscle, Spleen, Thymus, Upper airway",CL:0000875,CD16+ myeloid mononuclear recirculating leukocytes that are capable of differentiating into macrophages and myeloid lineage dendritic cells
Monocytes_Non_Classical,Non_Classical_Monocytes,Non-Classical_Monocytes,FCGR3A,CD16,CellTypist,Human,"Blood, Bone marrow, Decidua, Intestine, Kidney, Liver, Lung, Omentum, Skeletal muscle, Spleen, Thymus, Upper airway",CL:0000875,CD16+ myeloid mononuclear recirculating leukocytes that are capable of differentiating into macrophages and myeloid lineage dendritic cells
Monocytes_Precursor,Monocyte_Precursor,NA,LYZ,NA,CellTypist,Human,Liver,CL:0000576,monocyte precursors that are committed to the monocytes
Monocytes_Precursor,Monocyte_Precursor,NA,S100A9,NA,CellTypist,Human,Liver,CL:0000576,monocyte precursors that are committed to the monocytes
Monocytes_Precursor,Monocyte_Precursor,NA,VCAN,NA,CellTypist,Human,Liver,CL:0000576,monocyte precursors that are committed to the monocytes
Muscle,Muscle_Cells,NA,KCNQ1OT1,NA,Literature,Human,Skin,doi.org/10.1101/689273,NA
Muscle,Muscle_Cells,NA,NEAT1,NA,Literature,Human,Skin,doi.org/10.1101/689273,NA
Myelocytes,Myelocytes,NA,CSTA,NA,CellTypist,Human,"Blood, Bone marrow",CL:0002193,early granulocyte precursors that are derive from promyelocytes and later mature into metamyelocytes
Myelocytes,Myelocytes,NA,FTL,NA,CellTypist,Human,"Blood, Bone marrow",CL:0002193,early granulocyte precursors that are derive from promyelocytes and later mature into metamyelocytes
Myelocytes,Myelocytes,NA,S100A8,NA,CellTypist,Human,"Blood, Bone marrow",CL:0002193,early granulocyte precursors that are derive from promyelocytes and later mature into metamyelocytes
Myelocytes_Pro,Promyelocytes,NA,CTSG,NA,CellTypist,Human,Bone marrow,CL:0000836,early granulocyte progenitors in the bone marrow which are derived from the myeloblasts and develop into the myelocytes
Myelocytes_Pro,Promyelocytes,NA,ELANE,NA,CellTypist,Human,Bone marrow,CL:0000836,early granulocyte progenitors in the bone marrow which are derived from the myeloblasts and develop into the myelocytes
Myelocytes_Pro,Promyelocytes,NA,MPO,NA,CellTypist,Human,Bone marrow,CL:0000836,early granulocyte progenitors in the bone marrow which are derived from the myeloblasts and develop into the myelocytes
Neutrophils,Neutrophils,NA,CXCR2,NA,Ira_Fleming,Human,Skin,NA,NA
Neutrophils,Neutrophils,NA,FCGR3A,CD16,Mary_Tomayko,Human,Skin,NA,NA
Neutrophils,Neutrophils,NA,FCGR3B,NA,Ira_Fleming,Human,Skin,NA,NA
Neutrophils,Neutrophils,NA,ITGAM,NA,Mary_Tomayko,Human,Skin,NA,NA
Neutrophils,Neutrophils,NA,LY6G6D,NA,Mary_Tomayko,Human,Skin,NA,NA
Neutrophils,Neutrophils,NA,SOD2,NA,Ira_Fleming,Human,Skin,NA,NA
NK,Natural_Killers,NA,CD247,NA,Azimuth,Human,NA,CL_0000623,Human PBMCs reference
NK,Natural_Killers,NA,CD3D,NA,Ira_Fleming,Human,Skin,NA,NA
NK,Natural_Killers,NA,CD3E,NA,Ira_Fleming,Human,Skin,NA,NA
NK,Natural_Killers,NA,CST7,NA,Azimuth,Human,NA,CL_0000623,Human PBMCs reference
NK,Natural_Killers,NA,FCER1G,NA,Azimuth,Human,NA,CL_0000623,Human PBMCs reference
NK,Natural_Killers,NA,FCGR3A,CD16,Ira_Fleming,Human,Skin,NA,NA
NK,Natural_Killers,NA,GNLY,NA,Azimuth,Human,NA,CL_0000623,Human PBMCs reference
NK,Natural_Killers,NA,GNLY,NA,Ira_Fleming,Human,Skin,NA,NA
NK,Natural_Killers,NA,GZMA,NA,Ira_Fleming,Human,Skin,NA,NA
NK,Natural_Killers,NA,GZMB,NA,Azimuth,Human,NA,CL_0000623,Human PBMCs reference
NK,Natural_Killers,NA,IFNG,NA,HUSCH,Human,Blood,husch.comp-genomics.org/#/info_tissue/Blood,NA
NK,Natural_Killers,NA,IFNG,NA,HUSCH,Human,Skin,husch.comp-genomics.org/#/info_tissue/Skin,NA
NK,Natural_Killers,NA,KLRB1,NA,HUSCH,Human,Blood,husch.comp-genomics.org/#/info_tissue/Blood,NA
NK,Natural_Killers,NA,KLRB1,NA,HUSCH,Human,Skin,husch.comp-genomics.org/#/info_tissue/Skin,NA
NK,Natural_Killers,NA,KLRC1,NA,HUSCH,Human,Blood,husch.comp-genomics.org/#/info_tissue/Blood,NA
NK,Natural_Killers,NA,KLRC1,NA,HUSCH,Human,Skin,husch.comp-genomics.org/#/info_tissue/Skin,NA
NK,Natural_Killers,NA,KLRC2,NA,HUSCH,Human,Blood,husch.comp-genomics.org/#/info_tissue/Blood,NA
NK,Natural_Killers,NA,KLRC2,NA,HUSCH,Human,Skin,husch.comp-genomics.org/#/info_tissue/Skin,NA
NK,Natural_Killers,NA,KLRD1,NA,Azimuth,Human,NA,CL_0000623,Human PBMCs reference
NK,Natural_Killers,NA,KLRD1,NA,HUSCH,Human,Blood,husch.comp-genomics.org/#/info_tissue/Blood,NA
NK,Natural_Killers,NA,KLRD1,NA,HUSCH,Human,Skin,husch.comp-genomics.org/#/info_tissue/Skin,NA
NK,Natural_Killers,NA,KLRF1,NA,Azimuth,Human,NA,CL_0000623,Human PBMCs reference
NK,Natural_Killers,NA,NKG7,NA,Azimuth,Human,NA,CL_0000623,Human PBMCs reference
NK,Natural_Killers,NA,NKG7,NA,Ira_Fleming,Human,Skin,NA,NA
NK,Natural_Killers,NA,PRF1,NA,Azimuth,Human,NA,CL_0000623,Human PBMCs reference
NK,Natural_Killers,NA,TRAC,NA,Ira_Fleming,Human,Skin,NA,NA
NK,Natural_Killers,NA,TYROBP,NA,Azimuth,Human,NA,CL_0000623,Human PBMCs reference
NK_CD56,CD56-Dim_Natural_Killers,CD56-Dim_Natural_Killer_2,B2M,NA,Azimuth,Human,NA,CL_0000939,Human PBMCs reference
NK_CD56,CD56-Dim_Natural_Killers,CD56-Dim_Natural_Killer_3,CCL5,NA,Azimuth,Human,NA,CL_0000939,Human PBMCs reference
NK_CD56,CD56-Dim_Natural_Killers,CD56-Dim_Natural_Killer_1,CD3E,NA,Azimuth,Human,NA,CL_0000939,Human PBMCs reference
NK_CD56,CD56-Bright_Natural_Killers,NK_CD1656bright,CD44,NA,Azimuth,Human,NA,CL_0000938,Human PBMCs reference
NK_CD56,CD56-Dim_Natural_Killers,CD56-Dim_Natural_Killer_3,CMC1,NA,Azimuth,Human,NA,CL_0000939,Human PBMCs reference
NK_CD56,CD56-Dim_Natural_Killers,CD56-Dim_Natural_Killer_1,CST7,NA,Azimuth,Human,NA,CL_0000939,Human PBMCs reference
NK_CD56,CD56-Dim_Natural_Killers,CD56-Dim_Natural_Killer_2,CST7,NA,Azimuth,Human,NA,CL_0000939,Human PBMCs reference
NK_CD56,CD56-Bright_Natural_Killers,NK_CD1656bright,FCER1G,NA,Azimuth,Human,NA,CL_0000938,Human PBMCs reference
NK_CD56,CD56-Dim_Natural_Killers,CD56-Dim_Natural_Killer,FCER1G,NA,Azimuth,Human,NA,CL_0000939,Human PBMCs reference
NK_CD56,CD56-Dim_Natural_Killers,CD56-Dim_Natural_Killer_2,FCER1G,NA,Azimuth,Human,NA,CL_0000939,Human PBMCs reference
NK_CD56,CD56-Dim_Natural_Killers,CD56-Dim_Natural_Killer,FGFBP2,NA,Azimuth,Human,NA,CL_0000939,Human PBMCs reference
NK_CD56,CD56-Dim_Natural_Killers,CD56-Dim_Natural_Killer_1,FGFBP2,NA,Azimuth,Human,NA,CL_0000939,Human PBMCs reference
NK_CD56,CD56-Dim_Natural_Killers,CD56-Dim_Natural_Killer_2,FGFBP2,NA,Azimuth,Human,NA,CL_0000939,Human PBMCs reference
NK_CD56,CD56-Dim_Natural_Killers,CD56-Dim_Natural_Killer,GNLY,NA,Azimuth,Human,NA,CL_0000939,Human PBMCs reference
NK_CD56,CD56-Dim_Natural_Killers,CD56-Dim_Natural_Killer_1,GNLY,NA,Azimuth,Human,NA,CL_0000939,Human PBMCs reference
NK_CD56,CD56-Bright_Natural_Killers,NK_CD1656bright,GPR183,NA,Azimuth,Human,NA,CL_0000938,Human PBMCs reference
NK_CD56,CD56-Dim_Natural_Killers,CD56-Dim_Natural_Killer,GZMB,NA,Azimuth,Human,NA,CL_0000939,Human PBMCs reference
NK_CD56,CD56-Dim_Natural_Killers,CD56-Dim_Natural_Killer_1,GZMB,NA,Azimuth,Human,NA,CL_0000939,Human PBMCs reference
NK_CD56,CD56-Dim_Natural_Killers,CD56-Dim_Natural_Killer_2,GZMB,NA,Azimuth,Human,NA,CL_0000939,Human PBMCs reference
NK_CD56,CD56-Bright_Natural_Killers,NK_CD1656bright,GZMK,NA,Azimuth,Human,NA,CL_0000938,Human PBMCs reference
NK_CD56,CD56-Dim_Natural_Killers,CD56-Dim_Natural_Killer_4,GZMK,NA,Azimuth,Human,NA,CL_0000939,Human PBMCs reference
NK_CD56,CD56-Dim_Natural_Killers,CD56-Dim_Natural_Killer_2,IGFBP7,NA,Azimuth,Human,NA,CL_0000939,Human PBMCs reference
NK_CD56,CD56-Bright_Natural_Killers,NK_CD1656bright,IL2RB,NA,Azimuth,Human,NA,CL_0000938,Human PBMCs reference
NK_CD56,CD56-Dim_Natural_Killers,CD56-Dim_Natural_Killer_3,IL2RB,NA,Azimuth,Human,NA,CL_0000939,Human PBMCs reference
NK_CD56,CD56-Dim_Natural_Killers,CD56-Dim_Natural_Killer_4,IL2RB,NA,Azimuth,Human,NA,CL_0000939,Human PBMCs reference
NK_CD56,CD56-Dim_Natural_Killers,CD56-Dim_Natural_Killer_2,KLRB1,NA,Azimuth,Human,NA,CL_0000939,Human PBMCs reference
NK_CD56,CD56-Dim_Natural_Killers,CD56-Dim_Natural_Killer_3,KLRB1,NA,Azimuth,Human,NA,CL_0000939,Human PBMCs reference
NK_CD56,CD56-Bright_Natural_Killers,NK_CD1656bright,KLRC1,NA,Azimuth,Human,NA,CL_0000938,Human PBMCs reference
NK_CD56,CD56-Dim_Natural_Killers,CD56-Dim_Natural_Killer_3,KLRC1,NA,Azimuth,Human,NA,CL_0000939,Human PBMCs reference
NK_CD56,CD56-Dim_Natural_Killers,CD56-Dim_Natural_Killer_4,KLRC1,NA,Azimuth,Human,NA,CL_0000939,Human PBMCs reference
NK_CD56,CD56-Dim_Natural_Killers,CD56-Dim_Natural_Killer_1,KLRC2,NA,Azimuth,Human,NA,CL_0000939,Human PBMCs reference
NK_CD56,CD56-Dim_Natural_Killers,CD56-Dim_Natural_Killer_3,KLRD1,NA,Azimuth,Human,NA,CL_0000939,Human PBMCs reference
NK_CD56,CD56-Bright_Natural_Killers,NK_CD1656bright,KLRF1,NA,Azimuth,Human,NA,CL_0000938,Human PBMCs reference
NK_CD56,CD56-Dim_Natural_Killers,CD56-Dim_Natural_Killer,KLRF1,NA,Azimuth,Human,NA,CL_0000939,Human PBMCs reference
NK_CD56,CD56-Dim_Natural_Killers,CD56-Dim_Natural_Killer_3,KLRF1,NA,Azimuth,Human,NA,CL_0000939,Human PBMCs reference
NK_CD56,CD56-Dim_Natural_Killers,CD56-Dim_Natural_Killer_4,KLRF1,NA,Azimuth,Human,NA,CL_0000939,Human PBMCs reference
NK_CD56,CD56-Dim_Natural_Killers,CD56-Dim_Natural_Killer_1,LGALS1,NA,Azimuth,Human,NA,CL_0000939,Human PBMCs reference
NK_CD56,CD56-Bright_Natural_Killers,NK_CD1656bright,NCAM1,CD56,Azimuth,Human,NA,CL_0000938,Human PBMCs reference
NK_CD56,CD56-Dim_Natural_Killers,CD56-Dim_Natural_Killer,NKG7,NA,Azimuth,Human,NA,CL_0000939,Human PBMCs reference
NK_CD56,CD56-Dim_Natural_Killers,CD56-Dim_Natural_Killer_1,NKG7,NA,Azimuth,Human,NA,CL_0000939,Human PBMCs reference
NK_CD56,CD56-Dim_Natural_Killers,CD56-Dim_Natural_Killer_2,NKG7,NA,Azimuth,Human,NA,CL_0000939,Human PBMCs reference
NK_CD56,CD56-Bright_Natural_Killers,NK_CD1656bright,PPP1R9A,NA,Azimuth,Human,NA,CL_0000938,Human PBMCs reference
NK_CD56,CD56-Dim_Natural_Killers,CD56-Dim_Natural_Killer,PRF1,NA,Azimuth,Human,NA,CL_0000939,Human PBMCs reference
NK_CD56,CD56-Dim_Natural_Killers,CD56-Dim_Natural_Killer_1,PRF1,NA,Azimuth,Human,NA,CL_0000939,Human PBMCs reference
NK_CD56,CD56-Dim_Natural_Killers,CD56-Dim_Natural_Killer_2,PRF1,NA,Azimuth,Human,NA,CL_0000939,Human PBMCs reference
NK_CD56,CD56-Dim_Natural_Killers,CD56-Dim_Natural_Killer_1,S100A4,NA,Azimuth,Human,NA,CL_0000939,Human PBMCs reference
NK_CD56,CD56-Bright_Natural_Killers,NK_CD1656bright,SELL,CD62L,Azimuth,Human,NA,CL_0000938,Human PBMCs reference
NK_CD56,CD56-Dim_Natural_Killers,CD56-Dim_Natural_Killer_4,SELL,CD62L,Azimuth,Human,NA,CL_0000939,Human PBMCs reference
NK_CD56,CD56-Bright_Natural_Killers,NK_CD1656bright,SPINK2,NA,Azimuth,Human,NA,CL_0000938,Human PBMCs reference
NK_CD56,CD56-Dim_Natural_Killers,CD56-Dim_Natural_Killer,SPON2,NA,Azimuth,Human,NA,CL_0000939,Human PBMCs reference
NK_CD56,CD56-Dim_Natural_Killers,CD56-Dim_Natural_Killer_2,SPON2,NA,Azimuth,Human,NA,CL_0000939,Human PBMCs reference
NK_CD56,CD56-Bright_Natural_Killers,NK_CD1656bright,SPTSSB,NA,Azimuth,Human,NA,CL_0000938,Human PBMCs reference
NK_CD56,CD56-Dim_Natural_Killers,CD56-Dim_Natural_Killer_4,SPTSSB,NA,Azimuth,Human,NA,CL_0000939,Human PBMCs reference
NK_CD56,CD56-Dim_Natural_Killers,CD56-Dim_Natural_Killer_3,SYNE2,NA,Azimuth,Human,NA,CL_0000939,Human PBMCs reference
NK_CD56,CD56-Dim_Natural_Killers,CD56-Dim_Natural_Killer_4,TCF7,NA,Azimuth,Human,NA,CL_0000939,Human PBMCs reference
NK_CD56,CD56-Bright_Natural_Killer,NK_CD1656bright,TNFRSF11A,NA,Azimuth,Human,NA,CL_0000938,Human PBMCs reference
NK_CD56,CD56-Bright_Natural_Killers,NK_CD1656bright,TPT1,NA,Azimuth,Human,NA,CL_0000938,Human PBMCs reference
NK_CD56,CD56-Bright_Natural_Killers,NK_CD1656bright,TRDC,NA,Azimuth,Human,NA,CL_0000938,Human PBMCs reference
NK_CD56,CD56-Dim_Natural_Killers,CD56-Dim_Natural_Killer,TRDC,NA,Azimuth,Human,NA,CL_0000939,Human PBMCs reference
NK_CD56,CD56-Dim_Natural_Killers,CD56-Dim_Natural_Killer_3,TRDC,NA,Azimuth,Human,NA,CL_0000939,Human PBMCs reference
NK_CD56,CD56-Dim_Natural_Killers,CD56-Dim_Natural_Killer_4,TRDC,NA,Azimuth,Human,NA,CL_0000939,Human PBMCs reference
NK_CD56,CD56-Dim_Natural_Killers,CD56-Dim_Natural_Killer,TYROBP,NA,Azimuth,Human,NA,CL_0000939,Human PBMCs reference
NK_CD56,CD56-Bright_Natural_Killers,NK_CD1656bright,XCL1,NA,Azimuth,Human,NA,CL_0000938,Human PBMCs reference
NK_CD56,CD56-Dim_Natural_Killers,CD56-Dim_Natural_Killer_4,XCL1,NA,Azimuth,Human,NA,CL_0000939,Human PBMCs reference
NK_CD56,CD56-Bright_Natural_Killers,NK_CD1656bright,XCL2,NA,Azimuth,Human,NA,CL_0000938,Human PBMCs reference
NK_CD56,CD56-Dim_Natural_Killers,CD56-Dim_Natural_Killer_3,XCL2,NA,Azimuth,Human,NA,CL_0000939,Human PBMCs reference
NK_CD56,CD56-Dim_Natural_Killers,CD56-Dim_Natural_Killer_4,XCL2,NA,Azimuth,Human,NA,CL_0000939,Human PBMCs reference
NK_Proliferating,Proliferating_Natural_Killers,NA,ASPM,NA,Azimuth,Human,NA,CL_0000623,Human PBMCs reference
NK_Proliferating,Proliferating_Natural_Killers,NA,CD247,NA,Azimuth,Human,NA,CL_0000623,Human PBMCs reference
NK_Proliferating,Proliferating_Natural_Killers,NA,CLSPN,NA,Azimuth,Human,NA,CL_0000623,Human PBMCs reference
NK_Proliferating,Proliferating_Natural_Killers,NA,FCER1G,NA,Azimuth,Human,NA,CL_0000623,Human PBMCs reference
NK_Proliferating,Proliferating_Natural_Killers,NA,KLRF1,NA,Azimuth,Human,NA,CL_0000623,Human PBMCs reference
NK_Proliferating,Proliferating_Natural_Killers,NA,MKI67,Ki-67,Azimuth,Human,NA,CL_0000623,Human PBMCs reference
NK_Proliferating,Proliferating_Natural_Killers,NA,PCLAF,NA,Azimuth,Human,NA,CL_0000623,Human PBMCs reference
NK_Proliferating,Proliferating_Natural_Killers,NA,PCNA,NA,Azimuth,Human,NA,CL_0000623,Human PBMCs reference
NK_Proliferating,Proliferating_Natural_Killers,NA,SMC2,NA,Azimuth,Human,NA,CL_0000623,Human PBMCs reference
NK_Proliferating,Proliferating_Natural_Killers,NA,STMN1,NA,Azimuth,Human,NA,CL_0000623,Human PBMCs reference
NK_Proliferating,Proliferating_Natural_Killers,NA,TOP2A,NA,Azimuth,Human,NA,CL_0000623,Human PBMCs reference
NK_Proliferating,Proliferating_Natural_Killers,NA,TRDC,NA,Azimuth,Human,NA,CL_0000623,Human PBMCs reference
NK_Proliferating,Proliferating_Natural_Killers,NA,TYMS,NA,Azimuth,Human,NA,CL_0000623,Human PBMCs reference
NK_Proliferating,Proliferating_Natural_Killers,NA,TYROBP,NA,Azimuth,Human,NA,CL_0000623,Human PBMCs reference
PB/PC,Plasmablasts_and_Plasma_Cells,NA,PRDM1,BLIMP1,Mary_Tomayko,Human,Skin,NA,NA
PB/PC,Plasmablasts_and_Plasma_Cells,NA,CD19,NA,Mary_Tomayko,Human,Skin,NA,NA
PB/PC,Plasmablasts_and_Plasma_Cells,NA,CD27,NA,Mary_Tomayko,Human,Skin,NA,NA
PB/PC,Plasmablasts_and_Plasma_Cells,NA,CD38,NA,Mary_Tomayko,Human,Skin,NA,NA
PB/PC,Plasmablasts_and_Plasma_Cells,NA,XBP1,NA,Mary_Tomayko,Human,Skin,NA,NA
Pericytes,Pericytes,NA,ACTA2,NA,HUSCH,Human,Skin,husch.comp-genomics.org/#/info_tissue/Skin,NA
Pericytes,Pericytes,NA,CCL2,NA,HUSCH,Human,Skin,husch.comp-genomics.org/#/info_tissue/Skin,NA
Pericytes,Pericytes,NA,IL6,NA,HUSCH,Human,Skin,husch.comp-genomics.org/#/info_tissue/Skin,NA
Pericytes,Pericytes,NA,PDGFRB,NA,HUSCH,Human,Skin,husch.comp-genomics.org/#/info_tissue/Skin,NA
Pericytes,Pericytes,NA,RGS5,NA,HUSCH,Human,Skin,husch.comp-genomics.org/#/info_tissue/Skin,NA
Phagocytes_Mononuclear,Mononuclear_Phagocytes,MNP,FLG2,NA,CellTypist,Human,Intestine,CL:0000113,"mononuclear phagocytes including dendritic cells, monocytes and macrophages that have in common the property of phagocytosis"
Phagocytes_Mononuclear,Mononuclear_Phagocytes,MNP,HLA-DPA1,NA,CellTypist,Human,Intestine,CL:0000113,"mononuclear phagocytes including dendritic cells, monocytes and macrophages that have in common the property of phagocytosis"
Phagocytes_Mononuclear,Mononuclear_Phagocytes,MNP,HLA-DQA1,NA,CellTypist,Human,Intestine,CL:0000113,"mononuclear phagocytes including dendritic cells, monocytes and macrophages that have in common the property of phagocytosis"
Plasma,Plasma_Cells,NA,CD79A,NA,Azimuth,Human,NA,CL_0000786,Human PBMCs reference
Plasma,Plasma_Cells,NA,DERL3,NA,Azimuth,Human,NA,CL_0000786,Human PBMCs reference
Plasma,Plasma_Cells,NA,IGHA1,NA,Azimuth,Human,NA,CL_0000786,Human PBMCs reference
Plasma,Plasma_Cells,NA,IGHG1,NA,Ira_Fleming,Human,Skin,NA,NA
Plasma,Plasma_Cells,NA,IGHG1,NA,Literature,Human,Skin,doi.org/10.1101/689273,NA
Plasma,Plasma_Cells,NA,JCHAIN,IGJ,Ira_Fleming,Human,Skin,NA,NA
Plasma,Plasma_Cells,NA,IGKC,NA,HUSCH,Human,Blood,husch.comp-genomics.org/#/info_tissue/Blood,NA
Plasma,Plasma_Cells,NA,IGKC,NA,Ira_Fleming,Human,Skin,NA,NA
Plasma,Plasma_Cells,NA,ITM2C,NA,Azimuth,Human,NA,CL_0000786,Human PBMCs reference
Plasma,Plasma_Cells,NA,JCHAIN,NA,Azimuth,Human,NA,CL_0000786,Human PBMCs reference
Plasma,Plasma_Cells,NA,JCHAIN,NA,CellTypist,Human,"Blood, Bone marrow, Intestine, Liver, Lung, Lung-draining lymph node, Mesenteric lymph node, Spleen, Thymus",CL:0000786,B-lymphocyte white blood cells capable of secreting large quantities of immunoglobulins or antibodies
Plasma,Plasma_Cells,NA,JCHAIN,NA,HUSCH,Human,Blood,husch.comp-genomics.org/#/info_tissue/Blood,NA
Plasma,Plasma_Cells,NA,MKI67,Ki-67,CellTypist,Human,"Blood, Bone marrow, Liver, Lung, Lung-draining lymph node, Mesenteric lymph node, Spleen",CL:0000980,short-lived B cells that differ from plasma cells in their proliferation capability
Plasma,Plasma_Cells,NA,MZB1,NA,Azimuth,Human,NA,CL_0000786,Human PBMCs reference
Plasma,Plasma_Cells,NA,MZB1,NA,CellTypist,Human,"Blood, Bone marrow, Intestine, Liver, Lung, Lung-draining lymph node, Mesenteric lymph node, Spleen, Thymus",CL:0000786,B-lymphocyte white blood cells capable of secreting large quantities of immunoglobulins or antibodies
Plasma,Plasma_Cells,NA,POU2AF1,NA,Azimuth,Human,NA,CL_0000786,Human PBMCs reference
Plasma,Plasma_Cells,NA,SDC1,CD138,CellTypist,Human,"Blood, Bone marrow, Liver, Lung, Lung-draining lymph node, Mesenteric lymph node, Spleen",CL:0000980,short-lived B cells that differ from plasma cells in their proliferation capability
Plasma,Plasma_Cells,NA,SLAMF7,NA,HUSCH,Human,Blood,husch.comp-genomics.org/#/info_tissue/Blood,NA
